Accuracy,F1,False Negative Scores,True Negative Scores,True Negative Rates,True Positive Scores,Positive Predictive Values,False Positive Scores,False Positive Rates,Negative Predictive Values,True Positive Rates,Matthews Correlation Coefficient,Threshold,Fraction Predicted As Positive,Fraction Predicted As Negative,Lift For Positive Class,Lift For Negative Class
0.7013888888888888,0.5034642032332564,11.0,396.0,0.66,109.0,0.34824281150159747,204.0,0.34,0.972972972972973,0.9083333333333333,0.42726764154299607,0.09302614917602747,0.43472222222222223,0.5652777777777778,2.0894568690095845,1.1675675675675676
0.6916666666666667,0.4954545454545455,11.0,389.0,0.6483333333333333,109.0,0.340625,211.0,0.3516666666666667,0.9725,0.9083333333333333,0.4175,0.0904835509134505,0.4444444444444444,0.5555555555555556,2.04375,1.1669999999999998
0.6847222222222222,0.49217002237136465,10.0,383.0,0.6383333333333333,110.0,0.3363914373088685,217.0,0.3616666666666667,0.9745547073791349,0.9166666666666666,0.41542160548272145,0.08708764671498347,0.45416666666666666,0.5458333333333334,2.018348623853211,1.1694656488549617
0.6763888888888889,0.4879120879120879,9.0,376.0,0.6266666666666667,111.0,0.33134328358208953,224.0,0.37333333333333335,0.9766233766233766,0.925,0.41218313997544287,0.08516690253000768,0.4652777777777778,0.5347222222222222,1.9880597014925374,1.171948051948052
0.6666666666666666,0.4805194805194805,9.0,369.0,0.615,111.0,0.32456140350877194,231.0,0.385,0.9761904761904762,0.925,0.4029962965556805,0.08141316644857464,0.475,0.525,1.9473684210526319,1.1714285714285713
0.6597222222222222,0.47761194029850745,8.0,363.0,0.605,112.0,0.3209169054441261,237.0,0.395,0.9784366576819407,0.9333333333333333,0.40143741913636544,0.07637461653288848,0.4847222222222222,0.5152777777777777,1.9255014326647564,1.1741239892183288
0.65,0.47058823529411764,8.0,356.0,0.5933333333333334,112.0,0.3146067415730337,244.0,0.4066666666666667,0.978021978021978,0.9333333333333333,0.39257839003190115,0.07160476297049564,0.49444444444444446,0.5055555555555555,1.8876404494382022,1.1736263736263737
0.6388888888888888,0.4628099173553719,8.0,348.0,0.58,112.0,0.3076923076923077,252.0,0.42,0.9775280898876404,0.9333333333333333,0.382639696613372,0.0682221691798248,0.5055555555555555,0.49444444444444446,1.8461538461538463,1.1730337078651685
0.6291666666666667,0.45621181262729127,8.0,341.0,0.5683333333333334,112.0,0.3018867924528302,259.0,0.43166666666666664,0.9770773638968482,0.9333333333333333,0.37409493238404334,0.06580352816021852,0.5152777777777777,0.4847222222222223,1.8113207547169814,1.1724928366762177
0.6222222222222222,0.4538152610441767,7.0,335.0,0.5583333333333333,113.0,0.29894179894179895,265.0,0.44166666666666665,0.97953216374269,0.9416666666666667,0.37314471903303753,0.06358466698635447,0.525,0.475,1.7936507936507935,1.1754385964912282
0.6125,0.44752475247524753,7.0,328.0,0.5466666666666666,113.0,0.2935064935064935,272.0,0.4533333333333333,0.9791044776119403,0.9416666666666667,0.3648630211867213,0.06270923265747852,0.5347222222222222,0.4652777777777778,1.761038961038961,1.1749253731343283
0.6069444444444444,0.44834307992202727,5.0,322.0,0.5366666666666666,115.0,0.2926208651399491,278.0,0.4633333333333333,0.9847094801223242,0.9583333333333334,0.3705111616467516,0.0600220559966573,0.5458333333333333,0.4541666666666667,1.755725190839695,1.1816513761467888
0.5972222222222222,0.4423076923076923,5.0,315.0,0.525,115.0,0.2875,285.0,0.475,0.984375,0.9583333333333334,0.3625,0.058009634051615085,0.5555555555555556,0.4444444444444444,1.725,1.1812500000000001
0.5875,0.4364326375711575,5.0,308.0,0.5133333333333333,115.0,0.28255528255528256,292.0,0.4866666666666667,0.9840255591054313,0.9583333333333334,0.35459455295210524,0.052811566993987896,0.5652777777777778,0.43472222222222223,1.6953316953316955,1.1808306709265175
0.5805555555555556,0.4323308270676692,5.0,303.0,0.505,115.0,0.279126213592233,297.0,0.495,0.9837662337662337,0.9583333333333334,0.34900835798409796,0.05155805949492263,0.5722222222222222,0.4277777777777778,1.6747572815533982,1.1805194805194805
0.5763888888888888,0.42990654205607476,5.0,300.0,0.5,115.0,0.27710843373493976,300.0,0.5,0.9836065573770492,0.9583333333333334,0.3456795784051009,0.0503069333718952,0.5763888888888888,0.42361111111111116,1.6626506024096388,1.1803278688524588
0.5666666666666667,0.42435424354243545,5.0,293.0,0.48833333333333334,115.0,0.2725118483412322,307.0,0.5116666666666667,0.9832214765100671,0.9583333333333334,0.3379756674184012,0.0483977198004715,0.5861111111111111,0.41388888888888886,1.6350710900473933,1.1798657718120806
0.5569444444444445,0.41894353369763204,5.0,286.0,0.4766666666666667,115.0,0.2680652680652681,314.0,0.5233333333333333,0.9828178694158075,0.9583333333333334,0.33035460463609084,0.045821679509147624,0.5958333333333333,0.4041666666666667,1.6083916083916086,1.179381443298969
0.55,0.4172661870503597,4.0,280.0,0.4666666666666667,116.0,0.26605504587155965,320.0,0.5333333333333333,0.9859154929577465,0.9666666666666667,0.33043491566827393,0.04403651207490659,0.6055555555555555,0.3944444444444445,1.596330275229358,1.1830985915492958
0.5388888888888889,0.41134751773049644,4.0,272.0,0.4533333333333333,116.0,0.26126126126126126,328.0,0.5466666666666666,0.9855072463768116,0.9666666666666667,0.32193597687737635,0.04232490102262559,0.6166666666666667,0.3833333333333333,1.5675675675675675,1.182608695652174
0.5291666666666667,0.4063047285464098,4.0,265.0,0.44166666666666665,116.0,0.2572062084257206,335.0,0.5583333333333333,0.9851301115241635,0.9666666666666667,0.3145695428881655,0.04041855700282085,0.6263888888888889,0.3736111111111111,1.5432372505543237,1.1821561338289963
0.5194444444444445,0.4013840830449827,4.0,258.0,0.43,116.0,0.25327510917030566,342.0,0.57,0.9847328244274809,0.9666666666666667,0.3072617998717955,0.038856023175947205,0.6361111111111111,0.36388888888888893,1.5196506550218343,1.181679389312977
0.5097222222222222,0.39658119658119656,4.0,251.0,0.41833333333333333,116.0,0.24946236559139784,349.0,0.5816666666666667,0.984313725490196,0.9666666666666667,0.3000063250440125,0.0373076434602863,0.6458333333333334,0.35416666666666663,1.496774193548387,1.1811764705882355
0.4986111111111111,0.3912310286677909,4.0,243.0,0.405,116.0,0.2452431289640592,357.0,0.595,0.9838056680161943,0.9666666666666667,0.2917701199191941,0.035904425488753285,0.6569444444444444,0.34305555555555556,1.4714587737843552,1.1805668016194333
0.4888888888888889,0.38666666666666666,4.0,236.0,0.3933333333333333,116.0,0.24166666666666667,364.0,0.6066666666666667,0.9833333333333333,0.9666666666666667,0.2846049894151541,0.03453782289116039,0.6666666666666666,0.33333333333333337,1.4500000000000002,1.1799999999999997
0.4791666666666667,0.38220757825370677,4.0,229.0,0.38166666666666665,116.0,0.23819301848049282,371.0,0.6183333333333333,0.9828326180257511,0.9666666666666667,0.2774717944518715,0.03194934021901368,0.6763888888888889,0.32361111111111107,1.4291581108829567,1.1793991416309013
0.46805555555555556,0.3772357723577236,4.0,221.0,0.36833333333333335,116.0,0.23434343434343435,379.0,0.6316666666666667,0.9822222222222222,0.9666666666666667,0.2693501344894688,0.031078705155549585,0.6875,0.3125,1.406060606060606,1.1786666666666668
0.4583333333333333,0.3729903536977492,4.0,214.0,0.3566666666666667,116.0,0.23107569721115537,386.0,0.6433333333333333,0.981651376146789,0.9666666666666667,0.26226275701873625,0.0298478999196819,0.6972222222222222,0.3027777777777778,1.3864541832669324,1.1779816513761467
0.4486111111111111,0.3688394276629571,4.0,207.0,0.345,116.0,0.22789783889980353,393.0,0.655,0.981042654028436,0.9666666666666667,0.25518578910792555,0.029025695809716943,0.7069444444444445,0.2930555555555555,1.3673870333988212,1.1772511848341234
0.44166666666666665,0.36792452830188677,3.0,201.0,0.335,117.0,0.22674418604651161,399.0,0.665,0.9852941176470589,0.975,0.2563822812618041,0.028023156805559776,0.7166666666666667,0.2833333333333333,1.3604651162790697,1.1823529411764706
0.43333333333333335,0.36645962732919257,2.0,194.0,0.3233333333333333,118.0,0.22519083969465647,406.0,0.6766666666666666,0.9897959183673469,0.9833333333333333,0.25676696141121375,0.02683253405398604,0.7277777777777777,0.27222222222222225,1.3511450381679388,1.1877551020408161
0.4236111111111111,0.36251920122887865,2.0,187.0,0.31166666666666665,118.0,0.2222222222222222,413.0,0.6883333333333334,0.9894179894179894,0.9833333333333333,0.24986768985577637,0.025991864145761323,0.7375,0.26249999999999996,1.3333333333333333,1.1873015873015875
0.41388888888888886,0.3586626139817629,2.0,180.0,0.3,118.0,0.21933085501858737,420.0,0.7,0.989010989010989,0.9833333333333333,0.24296129144724535,0.024968624491132428,0.7472222222222222,0.25277777777777777,1.3159851301115242,1.1868131868131868
0.4041666666666667,0.3548872180451128,2.0,173.0,0.28833333333333333,118.0,0.21651376146788992,427.0,0.7116666666666667,0.9885714285714285,0.9833333333333333,0.23603984824745486,0.024010372767304125,0.7569444444444444,0.24305555555555558,1.2990825688073395,1.1862857142857142
0.39305555555555555,0.35066864784546803,2.0,165.0,0.275,118.0,0.21338155515370705,435.0,0.725,0.9880239520958084,0.9833333333333333,0.2281003201213408,0.02259546271135954,0.7680555555555556,0.2319444444444444,1.280289330922242,1.1856287425149703
0.38333333333333336,0.34705882352941175,2.0,158.0,0.2633333333333333,118.0,0.21071428571428572,442.0,0.7366666666666667,0.9875,0.9833333333333333,0.2211172927268628,0.02143116331750481,0.7777777777777778,0.2222222222222222,1.2642857142857142,1.185
0.3736111111111111,0.3435225618631732,2.0,151.0,0.25166666666666665,118.0,0.20811287477954143,449.0,0.7483333333333333,0.9869281045751634,0.9833333333333333,0.21409023833037236,0.020459433517884835,0.7875,0.21250000000000002,1.2486772486772486,1.1843137254901959
0.3625,0.339568345323741,2.0,143.0,0.23833333333333334,118.0,0.20521739130434782,457.0,0.7616666666666667,0.9862068965517241,0.9833333333333333,0.20599122264818945,0.01964184686432311,0.7986111111111112,0.20138888888888884,1.2313043478260868,1.1834482758620692
0.3527777777777778,0.33618233618233617,2.0,136.0,0.22666666666666666,118.0,0.2027491408934708,464.0,0.7733333333333333,0.9855072463768116,0.9833333333333333,0.19883118801324728,0.018317462781497557,0.8083333333333333,0.19166666666666665,1.2164948453608246,1.182608695652174
0.34305555555555556,0.3328631875881523,2.0,129.0,0.215,118.0,0.200339558573854,471.0,0.785,0.9847328244274809,0.9833333333333333,0.19158815889453631,0.017647311928541957,0.8180555555555555,0.18194444444444446,1.202037351443124,1.181679389312977
0.3333333333333333,0.329608938547486,2.0,122.0,0.20333333333333334,118.0,0.19798657718120805,478.0,0.7966666666666666,0.9838709677419355,0.9833333333333333,0.1842464157561465,0.01626530961347922,0.8277777777777777,0.17222222222222228,1.1879194630872483,1.1806451612903222
0.32222222222222224,0.3259668508287293,2.0,114.0,0.19,118.0,0.19536423841059603,486.0,0.81,0.9827586206896551,0.9833333333333333,0.1757117779510247,0.01552066316596353,0.8388888888888889,0.1611111111111111,1.1721854304635762,1.1793103448275863
0.31527777777777777,0.32558139534883723,1.0,108.0,0.18,119.0,0.19476268412438624,492.0,0.82,0.9908256880733946,0.9916666666666667,0.17849184078631072,0.013922648118812029,0.8486111111111111,0.1513888888888889,1.1685761047463177,1.1889908256880732
0.3055555555555556,0.3224932249322493,1.0,101.0,0.16833333333333333,119.0,0.1925566343042071,499.0,0.8316666666666667,0.9901960784313726,0.9916666666666667,0.1709983451314449,0.012833063652490147,0.8583333333333333,0.14166666666666672,1.1553398058252429,1.1882352941176466
0.29583333333333334,0.3194630872483222,1.0,94.0,0.15666666666666668,119.0,0.1904,506.0,0.8433333333333334,0.9894736842105263,0.9916666666666667,0.16334400251583997,0.011012674847474486,0.8680555555555556,0.13194444444444442,1.1424,1.1873684210526319
0.2847222222222222,0.3160690571049137,1.0,86.0,0.14333333333333334,119.0,0.18799368088467613,514.0,0.8566666666666667,0.9885057471264368,0.9916666666666667,0.15436133836391885,0.010038690411113308,0.8791666666666667,0.12083333333333335,1.127962085308057,1.186206896551724
0.275,0.3131578947368421,1.0,79.0,0.13166666666666665,119.0,0.1859375,521.0,0.8683333333333333,0.9875,0.9916666666666667,0.14625534178278754,0.009370241381256686,0.8888888888888888,0.11111111111111116,1.115625,1.1849999999999994
0.2652777777777778,0.31029986962190353,1.0,72.0,0.12,119.0,0.1839258114374034,528.0,0.88,0.9863013698630136,0.9916666666666667,0.13787204905955344,0.008831211105408819,0.8986111111111111,0.10138888888888886,1.1035548686244203,1.1835616438356167
0.25416666666666665,0.30709677419354836,1.0,64.0,0.10666666666666667,119.0,0.18167938931297709,536.0,0.8933333333333333,0.9846153846153847,0.9916666666666667,0.12787618791741057,0.007848732579007494,0.9097222222222222,0.09027777777777779,1.0900763358778627,1.1815384615384614
0.24444444444444444,0.30434782608695654,1.0,57.0,0.095,119.0,0.1797583081570997,543.0,0.905,0.9827586206896551,0.9916666666666667,0.11867940217262678,0.007357467459979755,0.9194444444444444,0.0805555555555556,1.0785498489425982,1.1793103448275855
0.23472222222222222,0.30164765525982257,1.0,50.0,0.08333333333333333,119.0,0.17787742899850523,550.0,0.9166666666666666,0.9803921568627451,0.9916666666666667,0.10895053437039112,0.006730330638032132,0.9291666666666667,0.0708333333333333,1.0672645739910314,1.1764705882352946
0.225,0.2989949748743719,1.0,43.0,0.07166666666666667,119.0,0.1760355029585799,557.0,0.9283333333333333,0.9772727272727273,0.9916666666666667,0.09853690297539691,0.005828666748725836,0.9388888888888889,0.061111111111111116,1.0562130177514792,1.1727272727272726
0.21388888888888888,0.2960199004975124,1.0,35.0,0.058333333333333334,119.0,0.1739766081871345,565.0,0.9416666666666667,0.9722222222222222,0.9916666666666667,0.08549819600709618,0.005225171485797348,0.95,0.050000000000000044,1.0438596491228072,1.1666666666666656
0.20694444444444443,0.2959309494451295,0.0,29.0,0.04833333333333333,120.0,0.1736613603473227,571.0,0.9516666666666667,1.0,1.0,0.09161676929900588,0.004329201795905026,0.9597222222222223,0.040277777777777746,1.0419681620839363,1.2000000000000008
0.19722222222222222,0.293398533007335,0.0,22.0,0.03666666666666667,120.0,0.17191977077363896,578.0,0.9633333333333334,1.0,1.0,0.0793960007076349,0.0033159798519455976,0.9694444444444444,0.030555555555555558,1.0315186246418337,1.2
0.1875,0.2909090909090909,0.0,15.0,0.025,120.0,0.1702127659574468,585.0,0.975,1.0,1.0,0.06523280730534423,0.002567339464843859,0.9791666666666666,0.02083333333333337,1.021276595744681,1.199999999999998
0.1763888888888889,0.28811524609843936,0.0,7.0,0.011666666666666667,120.0,0.16830294530154277,593.0,0.9883333333333333,1.0,1.0,0.04431178581203123,0.0012949612781122336,0.9902777777777778,0.009722222222222188,1.0098176718092566,1.2000000000000044
0.16805555555555557,0.2860548271752086,0.0,1.0,0.0016666666666666668,120.0,0.16689847009735745,599.0,0.9983333333333333,1.0,1.0,0.016678252811038963,0.0005924266241724024,0.9986111111111111,0.001388888888888884,1.0013908205841446,1.2000000000000044
0.16666666666666666,0.2857142857142857,0.0,0.0,0.0,120.0,0.16666666666666666,600.0,1.0,0.0,1.0,0.0,0.0005615330209679447,1.0,0.0,1.0,0.0
